,property_url,property_id,listing_id,mls,mls_id,status,text,style,full_street_line,street,unit,city,state,zip_code,beds,full_baths,half_baths,sqft,year_built,days_on_mls,list_price,list_date,sold_price,assessed_value,estimated_value,new_construction,lot_sqft,price_per_sqft,latitude,longitude,neighborhoods,county,fips_code,stories,hoa_fee,parking_garage,nearby_schools,dist_to_cwru_mi,price_per_sqft_ann
220,https://www.realtor.com/rentals/details/6800-Kazimier-Ave_Cleveland_OH_44105_M31930-77666,3193077666,2971330141,NEOH,5066078,FOR_RENT,"6800 Kazimer Ave, Cleveland - Spacious 4 bed 2 bath single family home! // $1400 rent / $1400 deposit // $49 application fee per adult // 1-2 pets OK with approved PetScreening and PetFee.(Some breed restrictions apply per HUD guidelines). // NO SMOKING // 1 time $169 non-refundable set up fee paid at lease signing // $30/month required resident benefit package; can include personal property/liability insurance for an additional $5/month for $35/month total // All applicants are required to fill out a PetScreening application, found on our website directly on the application before being processed. Even if you have NO pets - this application must be filled out. One time, non-refundable pet fee of $200-500 per animal applies to all pets & must be paid prior to or when you pay your first month rent. (No fee for qualified assistance animals). // Our application is processed through secure site: Findigs, and they require ID and income verification. Without this, your application will not be processed. They offer 24/7 chat support on their application directly if you have any questions. // BEDROOMS: 4 // BATHROOMS: 2 // APPLIANCES PROVIDED: N/A // UTILITIES / RESIDENT RESPONSIBILITY: Residents are responsible for all utilities including: water/sewer/trash, gas & electric and are responsible to maintain lawn care, maintenance & snow removal. // Serious inquiries only.",SINGLE_FAMILY,6800 Kazimier Ave,6800 Kazimier Ave,,Cleveland,OH,44105,4.0,2.0,,1520.0,1928.0,36,1400.0,2024-08-29,,15790.0,67297.0,False,3964.0,1.0,41.440675,-81.642484,"South Broadway, Broadway Slavic Village",Cuyahoga,39035.0,2.0,0.0,1.0,"Cleveland Metropolitan School District, Hope Academy Northcoast",4.733842319581804,11.052631578947368
221,https://www.realtor.com/rentals/details/1867-W-57th-St-1_Cleveland_OH_44102_M99563-47188,9956347188,2971269216,RNTR,9907380,FOR_RENT,"Looking for a fantastically renovated oasis in the Detroit Shoreway neighborhood? Well look no further. Welcome home to this 2 bedroom 1 bathroom lower unit duplex. This unit has brand new kitchen cabinets, granite countertops and stainless steel appliances. The bathroom is all brand new with a tiled bathtub surround, new fixtures and tiled flooring. New LVP plank flooring through and every square inch had been painted. This unit also has something that you don't find often in a typical rental .central air conditioning. Unit has basement access with a brand new front load washer and dryer for your convenience. Nothing to do but move right in and enjoy. Tenants pay electric and gas and owner pays water, sewer and trash removal. Credit and income terms apply. Inquire with property management to discuss.",APARTMENT,1867 W 57th St Unit 1,1867 W 57th St,Unit 1,Cleveland,OH,44102,2.0,1.0,,1204.0,1910.0,37,1400.0,2024-08-28,,,,False,,1.0,41.480083,-81.724892,Detroit - Shoreway,Cuyahoga,39035.0,,,,"Cleveland Metropolitan School District, Menlo Park Academy",6.271363213270091,13.953488372093023
225,https://www.realtor.com/rentals/details/2905-Franklin-Blvd-Apt-401_Cleveland_OH_44113_M96903-74735,9690374735,2971308039,AVAL,61173437,FOR_RENT,"Spacious unique apartment at the historic Rhodes Mansion in Ohio City! 2905 Franklin Blvd. Apt #401 Available Now! 2 Bedrooms + Den + Bonus Room / 2 Bathrooms - 2, 283 Square Feet $2, 250/month In-unit laundry & off-street parking included! Exposed brick, vaulted ceilings, wood beams, and skylights are placed throughout for lots of natural lighting! Open concept kitchen/living dining area, stainless steel appliances, granite counter tops, hardwood and vinyl floors. The upstairs den with panoramic windows giving lake and Ohio City views and has been carefully maintained to preserve the original structures of Rhodes Mansion, built in 1874. The master bedroom has a walk-in closet and a bathroom with a tub. A second bedroom with double French doors and a walk-in closet. Off of the living room, you will find a smaller bonus room which is perfect for storage, a creative space, or many other uses. A second full bathroom with a walk-in shower and a laundry/utility room are also off of the living area. Rhodes Mansion offers 32 unique apartments that blend historic charm with modern luxury. The building is located on Franklin Boulevard in Ohio City. Each unit comes equipped with stainless steel appliances, hardwood or vinyl floors, modern finishes, pre-wired Wi-Fi with Cable, and 12-foot high ceilings. The available amenities include a rooftop deck that offers stunning views of the city and the lake, a park-like environment that has a large patio and a fountain, gated parking, in-suite laundry, a lounge area, and a dog washing station. Conveniently located within walking distance of the Westside Market, Dave's supermarket, several restaurants, Hinge Town, and Downtown Cleveland. A short drive to Tremont, Edgewater, Lakewood, and Rocky River. Pet Friendly! Pet deposit $200 (non-refundable) Pet fee $50/month per pet max 2 per unit. Pre-wired Wi-Fi and Cable $75.00/month (This is additional to the rent payment each month & there is no option to opt out of this service) Security Deposit $2, 250.",APARTMENT,2905 Franklin Blvd Apt 401,2905 Franklin Blvd,Apt 401,Cleveland,OH,44113,2.0,2.0,,2283.0,,36,2250.0,2024-08-29,,,,False,,1.0,41.48661,-81.710129,Ohio City,Cuyahoga,39035.0,,,,"Northeast Ohio College Preparatory School, Cleveland Metropolitan School District, Near West Intergenerational School",5.417626433667588,11.826544021024967
226,https://www.realtor.com/rentals/details/3136-E-98th-St-2_Cleveland_OH_44104_M98459-31392,9845931392,2971269237,RNTR,9907314,FOR_RENT,"Just rehabbed 2 bedrooms and 1 bathroom unit. Comes with hardwood flooring, newly remodeled kitchen, new closets.Section 8 VOUCHER accepted. Tenant to pay all utilities.To schedule a showing and for more information on this and all our rental listings please CALL or visit us at rentdomus.comPlease review our guidelines before submitting an online application: All persons 18 or older must apply NO PREVIOUS EVICTIONS! You must have 1 year of verifiable income, pay stubs, bank statements, or income tax recordsYou must have good previous rental history You must have government issued photo identification ( state drivers license, passport) You must have a social security card or TIN No felony convictions for manufacturing of an illegal substance Some pets may be allowed with additional deposits, documentation and additional rents may be required, please inquire The occupancy limits for this property are 2 persons per bedroom + one Our office does not accept incomplete applications All applicants must see the property before applyingCompleted applications are processed on a first come first served basis. Processing time for completed applications is can take up to 3 business days. Credit History and ResidentScore Clean background check Clean Eviction History Stable Employment History Sufficient Income: 4 most recent pay stubs Positive Landlord and Employer Reference ChecksOnce approved the security deposit will be due within 72 hours and needs to be paid with cashiers check or money order.The first months rent is due at move in and the second months rent will be prorated. Cashiers check or money order only.",CONDOS,3136 E 98th St Unit 2,3136 E 98th St,Unit 2,Cleveland,OH,44104,2.0,1.0,,1000.0,1920.0,37,850.0,2024-08-28,,,,False,,1.0,41.473454,-81.616745,Woodland Hills,Cuyahoga,39035.0,,,,"Cleveland Metropolitan School District, Entrepreneurship Preparatory School - Woodland Hills Campus School District, Randall Park High School, Wings Academy 1, Wings Academy 2",2.1723285880307457,10.2
228,https://www.realtor.com/rentals/details/140-Public-Sq-Apt-402_Cleveland_OH_44114_M46245-33074,4624533074,2971214438,NEOH,5065243,FOR_RENT,"Presenting an extraordinary opportunity to rent a fully-furnished condo in Downtown Cleveland: Located in the center of Public Square, this two bedroom, two bath condominium overlooks The Soldier's and Sailor's Monument and is extremely accessible to everything you want and need in the City! Offering classic finishes, the home features wood floors in the living area, elegant lighting, beautiful wood casings around the windows and door frames. The kitchen boasts a gas range, stainless appliances, ample cabinet and counter space. The primary suite has a walk-in closet and full bath with tiled walk-in shower & double sinks. The home also offers a sophisticated living room, second bedroom, additional full bath with tub, in-unit laundry. The heating unit was replaced within the last 6 months. All furniture and furnishings stay.",CONDOS,140 Public Sq Apt 402,140 Public Sq,Apt 402,Cleveland,OH,44114,2.0,2.0,,940.0,1904.0,39,1550.0,2024-08-26,,106580.0,207000.0,False,,2.0,41.499045,-81.69263,"Gateway District, Downtown Cleveland",Cuyahoga,39035.0,1.0,,,"Northeast Ohio College Preparatory School, Cleveland Metropolitan School District, Promise Academy",4.3849403364223285,19.78723404255319
229,https://www.realtor.com/rentals/details/14220-Triskett-Rd_Cleveland_OH_44111_M45935-82349,4593582349,2971190041,AVAL,60266899,FOR_RENT,"If you're looking for a new place to call home, welcome to 14220 Trisket Road in the heart of Kamms Corner, Cleveland OH. This duplex rental is for the downstairs unit which includes 2 bedrooms, a recently updated bathroom, beautiful new floors throughout, a private back deck, and a ton of natural light. This unit includes a large 2 car garage inclusive of 1 reserved spot for the upstairs tenant. In the basement you will find a clean and dry space with your own washer and dryer, and your own private space. Prospective tenants may apply and will need to provide proof of income, previous landlord contact(s), references, and will have a background check. This home is $1, 200 per month with a deposit of $1, 200. Water and sewer are included, all other utilities are the tenants responsibility.",SINGLE_FAMILY,14220 Triskett Rd,14220 Triskett Rd,,Cleveland,OH,44111,2.0,1.0,,950.0,,39,1200.0,2024-08-26,225000.0,43790.0,231500.0,False,,1.0,41.462675,-81.792997,"Kamm's Corners, West Park",Cuyahoga,39035.0,,,,"Cleveland Metropolitan School District, Orchard Park Academy",10.001137199681054,15.157894736842104
232,https://www.realtor.com/rentals/details/2102-Stillman-Rd_Cleveland_OH_44118_M43674-10790,4367410790,2971217845,NEOH,5062082,FOR_RENT,"Sweet updated 3rd floor rental, perfect for a student. Conveniently located in the heart of Cleveland Heights, a short walk to RTA and minutes to University Circle, CWRU, University Hospitals and The Cleveland Clinic. The unit with newer paint and flooring features a spacious great room that opens to a kitchenette with newer counters, sink, refrigerator and storage. The owner has supplied a toaster oven and hotplate. Two light filled bedrooms (ie: bedroom and home office) and a newer full bathroom complete the unit. Electric baseboard heat. Tenant only pays electric and internet. A dedicated washer and dryer and storage space are located in the common basement. 1 outside parking place. Cleveland Heights does not allow overnight on street parking. Ready for a 12-month lease. A great location and opportunity. Don't miss!",MULTI_FAMILY,2102 Stillman Rd Unit 3,2102 Stillman Rd,Unit 3,Cleveland Heights,OH,44118,2.0,1.0,,597.0,1915.0,39,900.0,2024-08-26,145000.0,50750.0,329051.0,False,5567.0,2.0,41.502381,-81.578173,Grant Deming District,Cuyahoga,39035.0,3.0,0.0,,"Wings Academy 2, Intergenerational School The, Cleveland Heights-University Heights City, Randall Park High School",1.5737422310626386,18.09045226130653
233,https://www.realtor.com/rentals/details/1270-W-58th-St-Apt-305_Cleveland_OH_44102_M97072-64030,9707264030,2971207391,NEOH,5065148,FOR_RENT,"Welcome to Breakwater Lofts, where local charm meets sophistication. These luxe residences are brand new and ready to redefine the way you see upscale living! The properties feature beautiful finishes, private balconies, spacious walk-in closets, floor-to-ceiling windows, in-unit laundry. The building offers an outdoor rooftop lounge, 24-hour fitness center, secure & reserved indoor parking, dry cleaning pickup/ drop off. Away from the fast-moving fads of other parts of town, Breakwater Lofts is comfortably set amidst Gordon Square's eclectic urban neighborhood. Individuals who appreciate living an elevated lifestyle in the center of some of Cleveland's most exciting culinary, visual, and performing arts, and nightlife experiences, can have it all without ever having to get in the car.",APARTMENT,1270 W 58th St Apt 305,1270 W 58th St,Apt 305,Cleveland,OH,44102,1.0,1.0,,691.0,2023.0,39,1725.0,2024-08-26,,,,True,,2.0,41.488523,-81.72674,"Gordon Square Arts District, Detroit - Shoreway",Cuyahoga,39035.0,1.0,,,Cleveland Metropolitan School District,6.23585686439848,29.95658465991317
235,https://www.realtor.com/rentals/details/1343-Churchill-Rd_Cleveland_OH_44124_M45430-99592,4543099592,2971249038,NEOH,5065028,FOR_RENT,"Just updated Lyndhurst Ohio Rental lower unit 2 bed 1 bath shared 2 car garage. This unit is in a great location with separate laundry new kitchen, flooring, windows, central air, new heaters and so much more. Want a great place to live?",MULTI_FAMILY,1343 Churchill Rd Unit Down,1343 Churchill Rd,Unit Down,Cleveland,OH,44124,3.0,1.0,,2074.0,1931.0,38,1350.0,2024-08-27,42500.0,55310.0,221055.0,False,7950.0,1.0,41.52343,-81.485618,,Cuyahoga,39035.0,3.0,0.0,2.0,"South Euclid-Lyndhurst City School District, Apex Academy, Euclid Preparatory School",6.504223153868098,7.81099324975892
239,https://www.realtor.com/rentals/details/3397-W-95th-St_Cleveland_OH_44102_M33586-11576,3358611576,2971135520,NEOH,5064774,FOR_RENT,"3397 W 95TH Cleveland - Spacious 4 bed with bonus office/den and 1 bath single family home! // $ 1695 rent / $ 1695 deposit // $49 application fee per adult // 1-2 pets OK with approved PetScreening and PetFee.(Some breed restrictions apply per HUD guidelines). // NO SMOKING // 1 time $169 non-refundable set up fee paid at lease signing // $30/month required resident benefit package; can include personal property/liability insurance for an additional $5/month for $35/month total // CMHA OK - 3 or 4 bdrm voucher; must be prepared with reservation fee to hold the property and moving packet. // All applicants are required to fill out a PetScreening application, found on our website directly on the application before being processed. Even if you have NO pets - this application must be filled out. One time, non-refundable pet fee of $200-500 per animal applies to all pets & must be paid prior to or when you pay your first month rent. (No fee for qualified assistance animals). // Our application is processed through secure site: Findigs, and they require ID and income verification. Without this, your application will not be processed. They offer 24/7 chat support on their application directly if you have any questions. // BEDROOMS: 5 // BATHROOMS: 1 // APPLIANCES PROVIDED: dishwasher // UTILITIES / RESIDENT RESPONSIBILITY: Residents are responsible for all utilities including: water/sewer/trash, gas & electric and are responsible to maintain lawn care, maintenance & snow removal. // Serious inquiries only.",SINGLE_FAMILY,3397 W 95th St,3397 W 95th St,,Cleveland,OH,44102,4.0,1.0,,2206.0,1915.0,42,1695.0,2024-08-23,94207.0,17850.0,73000.0,False,,1.0,41.46125,-81.748253,West Boulevard,Cuyahoga,39035.0,2.0,0.0,,"Cleveland Metropolitan School District, Constellation Schools: Outreach Academy For Students With Di",7.842323287312095,9.220308250226655
